㐀,廿一,TM
㟁,山一一十,UMMJ
㟂,山田卜戈,UWYI
㟃,山尸一口,USMR
㟄,山廿手,UTQ
㟅,山山大山,UUKU
㟆,山人心十,UOPJ
㟇,山人人土,UOOG
㟈,山戈十水,UIJE
㟉,山十竹手,UJHQ
㟊,山月弓木,UBND
㟋,山金口山,UCRU
㟌,山戈山竹,UIUH
㟍,山戈日女,UIAV
㟎,山月女,UBV
㟏,山人戈口,UOIR
㟐,山廿卜女,UTYV
㟑,山十月木,UJBD
㟒,山尸大口,USKR
㟓,山大大月,UKKB
㟔,山人戈口,UOIR
㟕,山口卜十,URYJ
㟖,山一土廿,UMGT
㟗,山金竹竹,UCHH
㟘,山月手口,UBQR
㟙,山廿日,UTA
㟚,木水山,DEU
㟛,山手廿一,UQTM
㟜,山弓弓火,UNNF
㟝,山卜廿口,UYTR
㟞,山戈戈,UII
㟟,山廿金山,UTCU
㟠,山月廿山,UBTU
㟡,山火手山,UFQU
㟢,山大一口,UKMR
㟣,山木金戈,UDCI
㟤,山弓一水,UNME
㟥,山戈大竹,UIKH
㟦,山月十十,UBJJ
㟧,山口口尸,URRS
㟨,山山一月,UUMB
㟩,口大山,RKU
㟪,山田一女,UWMV
㟫,山竹日水,UHAE
㟬,山竹難水,UHXE
㟭,山口心日,URPA
㟮,山十金大,UJCK
㟯,山十竹口,UJHR
㟰,山月日金,UBAC
㟱,山廿土火,UTGF
㟲,山一竹火,UMHF
㟳,山一田木,UMWD
㟴,山竹山戈,UHUI
㟵,山田中一,UWLM
㟶,山一竹火,UMHF
㟷,山廿人口,UTOR
㟸,山竹日十,UHAJ
㟹,山尸十中,USJL
㟺,山中中女,ULLV
㟻,十中山,JLU
㟼,山手尸大,UQSK
㟽,山一田火,UMWF
㟾,山戈中月,UILB
㟿,山廿戈廿,UTIT
㠀,竹火山,HFU
㠁,山戈戈竹,UIIH
㠂,山手尸大,UQSK
㠃,山卜金月,UYCB
㠄,山尸一日,USMA
㠅,山竹人水,UHOE
㠆,山口口十,URRJ
㠇,山卜火山,UYFU
㠈,山日弓土,UANG
㠉,山卜廿土,UYTG
㠊,山卜心一,UYPM
㠋,山口口尸,URRS
㠌,山廿金人,UTCO
㠍,山人土木,UOGD
㠎,山人土木,UOGD
㠏,山廿一十,UTMJ
㠐,山竹大月,UHKB
㠑,山田中卜,UWLY
㠒,山一火弓,UMFN
㠓,山廿月人,UTBO
㠔,山尸口十,USRJ
㠕,山弓中戈,UNLI
㠖,山廿土戈,UTGI
㠗,山竹月大,UHBK
㠘,山竹難金,UHXC
㠙,山卜口人,UYRO
㠚,山廿土戈,UTGI
㠛,山廿人水,UTOE
㠜,山心大人,UPKO
㠝,山手人金,UQOC
㠞,竹大山,HKU
㠟,山竹竹水,UHHE
㠠,山卜心廿,UYPT
㠡,山卜尸女,UYSV
㠢,山竹戈女,UHIV
㠣,山一竹一,UMHM
㠤,山卜口女,UYRV
㠥,山田田土,UWWG
㠦,山山十廿,UUJT
㠧,山戈木卜,UIDY
㠨,山木木戈,UDDI
㠩,人女竹山,OVHU
㠪,一卜一,MYM
㠫,一弓手人,MNQO
㠬,一口手人,MRQO
㠭,一一一一,MMMM
㠮,廿日一,TAM
㠯,尸中口,SLR
㠰,大口尸山,KRSU
㠱,尸山廿一金,SUTMC
㠲,中月心,LBP
㠳,人中月,OLB
㠴,中月尸竹戈,LBSHI
㠵,卜女中月,YVLB
㠶,中月竹弓,LBHN
㠷,中月弓竹水,LBNHE
㠸,中月手人,LBQO
㠹,中月人中中,LBOLL
㠺,中月火竹,LBFH
㠻,十大中月,JKLB
㠼,中月竹一中,LBHML
㠽,中月竹水卜,LBHEY
㠾,弓山中月,NULB
㠿,卜心中月,YPLB
㡀,火月火,FBF
㡁,中月大一尸,LBKMS
㡂,一弓中月,MNLB
㡃,中月人女山,LBOVU
㡄,中月心日,LBPA
㡅,中月弓戈弓,LBNIN
㡆,中月卜女山,LBYVU
㡇,中月尸十山,LBSJU
㡈,中月弓日山,LBNAU
㡉,中月弓卜戈,LBNYI
㡊,中月弓竹難,LBNHX
㡋,中月大中山,LBKLU
㡌,中月日月,LBAB
㡍,竹日大中月,HAKLB
㡎,中月戈大竹,LBIKH
㡏,中月人一弓,LBOMN
㡐,中月廿月弓,LBTBN
㡑,竹火中月,HFLB
㡒,中月竹十山,LBHJU
㡓,中月月十十,LBBJJ
㡔,弓大中月,NKLB
㡕,中月廿中大,LBTLK
㡖,中月竹十土,LBHJG
㡗,中月竹卜山,LBHYU
㡘,中月廿難金,LBTXC
㡙,中月竹田心,LBHWP
㡚,中月廿廿月,LBTTB
㡛,中月廿卜山,LBTYU
㡜,中月月人火,LBBOF
㡝,中月卜竹十,LBYHJ
㡞,中月中中女,LBLLV
㡟,中月廿田日,LBTWA
㡠,中月弓人廿,LBNOT
㡡,中月一一戈,LBMMI
㡢,中月日田尸,LBAWS
㡣,卜月卜尸心,YBYSP
㡤,中月廿金木,LBTCD
㡥,中月月一心,LBBMP
㡦,中月十一金,LBJMC
㡧,中月十金廿,LBJCT
㡨,中月人戈一,LBOIM
㡩,女火中月,VFLB
㡪,中月月尸水,LBBSE
㡫,女戈日心女,VIAPV
㡬,女戈竹尸,VIHS
㡭,女女戈戈,VVII
㡮,女戈人一弓,VIOMN
㡯,戈竹心,IHP
㡰,戈一木,IMD
㡱,戈弓人,INO
㡲,戈戈,II
㡳,戈竹女心,IHVP
㡴,戈卜廿,IYT
㡵,戈人戈戈,IOII
㡶,戈口金,IRC
㡷,戈木一,IDM
㡸,戈人尸,IOS
㡹,戈月一,IBM
㡺,戈日一,IAM
㡻,戈竹竹中,IHHL
㡼,戈中田心,ILWP
㡽,戈中手,ILQ
㡾,戈日女,IAV
㡿,戈廿山,ITU
㢀,戈木月,IDB
㢁,戈弓戈弓,ININ
㢂,戈竹口口,IHRR
㢃,戈戈日女,IIAV
㢄,戈一口廿,IMRT
㢅,戈一土廿,IMGT
㢆,戈田土,IWG
㢇,戈卜一口,IYMR
㢈,戈人土,IOG
㢉,戈竹木心,IHDP
㢊,戈大一口,IKMR
㢋,戈人弓弓,IONN
㢌,戈弓中口,INLR
㢍,戈廿中大,ITLK
㢎,戈竹十難,IHJX
㢏,戈人一弓,IOMN
㢐,戈月月口,IBBR
㢑,戈人土十,IOGJ
㢒,戈卜心一,IYPM
㢓,戈卜廿十,IYTJ
㢔,戈竹人人,IHOO
㢕,戈女竹土,IVHG
㢖,戈竹木田,IHDW
㢗,戈竹大月,IHKB
㢘,戈廿難火,ITXF
㢙,戈廿一尸,ITMS
㢚,戈卜心尸,IYPS
㢛,戈人一人,IOMO
㢜,戈廿田心,ITWP
㢝,戈弓火木,INFD
㢞,戈尸一金,ISMC
㢟,弓大卜女,NKYV
㢠,弓大月口,NKBR
㢡,女戈廿,VIT
㢢,火大廿,FKT
㢣,廿大廿,TKT
㢤,十戈心尸,JIPS
㢥,月口戈心,BRIP
㢦,一口戈心,MRIP
㢧,弓一,NM
㢨,弓一十,NMJ
㢩,弓心戈,NPI
㢪,弓一一尸,NMMS
㢫,弓山,NU
㢬,弓大戈,NKI
㢭,弓卜水,NYE
㢮,弓人心木,NOPD
㢯,弓口女心,NRVP
㢰,弓木竹水,NDHE
㢱,弓戈火,NIF
㢲,弓弓一金,NNMC
㢳,弓人竹女,NOHV
㢴,弓田弓戈,NWNI
㢵,弓人一口,NOMR
㢶,弓一日,NMA
㢷,弓山弓戈,NUNI
㢸,弓弓人大,NNOK
㢹,弓卜廿十,NYTJ
㢺,弓卜廿女,NYTV
㢻,弓竹木女,NHDV
㢼,弓火月火,NFBF
㢽,弓尸十弓,NSJN
㢾,弓一田土,NMWG
㢿,弓人弓大,NONK
㣀,弓十月金,NJBC
㣁,弓廿竹月,NTHB
㣂,弓一口月,NMRB
㣃,弓卜月弓,NYBN
㣄,弓水尸木,NESD
㣅,弓一山日,NMUA
㣆,弓一月土,NMBG
㣇,女弓一月,VNMB
㣈,女月女弓月,VBVNB
㣉,一竹竹竹,MHHH
㣊,竹水竹竹竹,HEHHH
㣋,廿廿竹竹竹,TTHHH
㣌,卜口竹竹竹,YRHHH
㣍,戈口竹竹竹,IRHHH
㣎,竹日火竹竹,HAFHH
㣏,大十竹竹竹,KJHHH
㣐,竹水竹竹竹,HEHHH
㣑,戈月竹竹竹,IBHHH
㣒,金日竹竹竹,CAHHH
㣓,卜木竹竹竹,YDHHH
㣔,竹人一弓,HOMN
㣕,竹人大,HOK
㣖,竹人大戈,HOKI
㣗,竹人竹尸,HOHS
㣘,竹人心口,HOPR
㣙,竹人中田,HOLW
㣚,竹人月一口,HOBMR
㣛,竹人人一口,HOOMR
㣜,竹人一廿弓,HOMTN
㣝,竹人戈十,HOIJ
㣞,竹人金戈山,HOCIU
㣟,竹人土口,HOGR
㣠,竹人中竹卜,HOLHY
㣡,竹人人中,HOOL
㣢,竹人金弓竹,HOCNH
㣣,竹人大人人,HOKOO
㣤,竹人戈戈,HOII
㣥,竹人人土戈,HOOGI
㣦,竹人竹木女,HOHDV
㣧,竹人女月山,HOVBU
㣨,竹人女十口,HOVJR
㣩,竹人木木,HODD
㣪,竹人月一水,HOBME
㣫,竹人竹十土,HOHJG
㣬,竹人口尸十,HORSJ
㣭,竹人山金水,HOUCE
㣮,竹人十月十,HOJBJ
㣯,竹人尸火月,HOSFB
㣰,竹人竹木心,HOHDP
㣱,竹人手一金,HOQMC
㣲,竹人山口大,HOURK
㣳,竹人人廿火,HOOTF
㣴,竹人廿一金,HOTMC
㣵,竹人卜土手,HOYGQ
㣶,竹人卜田一,HOYWM
㣷,竹人十心弓,HOJPN
㣸,竹人廿人一,HOTOM
㣹,竹人戈人心,HOIOP
㣺,難心,XP
㣻,大心,KP
㣼,心尸竹戈,PSHI
㣽,女心,VP
㣾,心水戈,PEI
㣿,心心戈,PPI
㤀,人女心,OVP
㤁,一大心,MKP
㤂,弓竹水心,NHEP
㤃,心卜竹尸,PYHS
㤄,心十月,PJB
㤅,一山心,MUP
㤆,心竹水,PHE
㤇,心竹大,PHK
㤈,心心,PP
㤉,心一女竹,PMVH
㤊,心大大,PKK
㤋,心金尸竹,PCSH
㤌,心廿一,PTM
㤍,一尸心,MSP
㤎,大口心,KRP
㤏,心竹水卜,PHEY
㤐,卜口心,YRP
㤑,心大口,PKR
㤒,心大十,PKJ
㤓,心木一,PDM
㤔,心人木戈,PODI
㤕,心山山,PUU
㤖,心十一弓,PJMN
㤗,手大心,QKP
㤘,手弓尸一,QNSM
㤙,田尸心,WSP
㤚,心竹人弓,PHON
㤛,心人竹土,POHG
㤜,心戈竹戈,PIHI
㤝,心卜戈山,PYIU
㤞,心十竹心,PJHP
㤟,廿田心,TWP
㤠,一弓心,MNP
㤡,心一弓弓,PMNN
㤢,心大月,PKB
㤣,廿廿心,TTP
㤤,心中田大,PLWK
㤥,心卜女人,PYVO
㤦,心十中大,PJLK
㤧,心竹一口,PHMR
㤨,心廿金,PTC
㤩,竹水口心,HERP
㤪,一弓山心,MNUP
㤫,大月心,KBP
㤬,心土土,PGG
㤭,心竹大中,PHKL
㤮,大土心,KGP
㤯,心月金口,PBCR
㤰,人尸心,OSP
㤱,心一口廿,PMRT
㤲,大人心,KOP
㤳,心一火口,PMFR
㤴,心尸十山,PSJU
㤵,弓大心,NKP
㤶,心戈山竹,PIUH
㤷,心人戈口,POIR
㤸,心土中金,PGLC
㤹,心戈十水,PIJE
㤺,心卜女山,PYVU
㤻,竹中心,HLP
㤼,心土戈尸,PGIS
㤽,心手大戈,PQKI
㤾,心月金木,PBCD
㤿,心大中山,PKLU
㥀,心十月一,PJBM
㥁,十田中心,JWLP
㥂,心日一戈,PAMI
㥃,心日弓,PAN
㥄,心土金水,PGCE
㥅,心月月水,PBBE
㥆,心中水,PLE
㥇,心戈戈,PII
㥈,中口心,LRP
㥉,心卜廿口,PYTR
㥊,心月月,PBB
㥋,人女心,OVP
㥌,心心火木,PPFD
㥍,心廿一金,PTMC
㥎,竹竹心,HHP
㥏,心廿月金,PTBC
㥐,人一口心,OMRP
㥑,一月心,MBP
㥒,心月木,PBD
㥓,心大一口,PKMR
㥔,心卜戈月,PYIB
㥕,火火心,FFP
㥖,月卜金戈心,BYCIP
㥗,心日卜大,PAYK
㥘,心土戈戈,PGII
㥙,心中心,PLP
㥚,心竹難人,PHXO
㥛,心弓水一,PNEM
㥜,心田月,PWB
㥝,心弓尸十,PNSJ
㥞,心廿心人,PTPO
㥟,心女弓人,PVNO
㥠,心弓人月,PNOB
㥡,心尸心木,PSPD
㥢,心廿金田,PTCW
㥣,大土土心,KGGP
㥤,弓弓心,NNP
㥥,心田中月,PWLB
㥦,尸人心,SOP
㥧,心一月金,PMBC
㥨,女土心,VGP
㥩,心十大日,PJKA
㥪,心火木女,PFDV
㥫,心卜口日,PYRA
㥬,心卜月尸,PYBS
㥭,心手大水,PQKE
㥮,心心山山,PPUU
㥯,月一尸心,BMSP
㥰,心竹難水,PHXE
㥱,心尸中卜,PSLY
㥲,十金心,JCP
㥳,心一竹火,PMHF
㥴,心竹卜山,PHYU
㥵,心田一人,PWMO
㥶,十廿金心,JTCP
㥷,戈大人心,IKOP
㥸,口心田心,RPWP
㥹,火竹心,FHP
㥺,心土戈廿,PGIT
㥻,戈木心,IDP
㥼,心一卜火,PMYF
㥽,心手一金,PQMC
㥾,心尸廿口,PSTR
㥿,手大心,QKP
㦀,心卜竹十,PYHJ
㦁,卜十心,YJP
㦂,火月口月心,FBRBP
㦃,心卜竹一,PYHM
㦄,戈木心,IDP
㦅,心大心月,PKPB
㦆,心卜心木,PYPD
㦇,心戈難心,PIXP
㦈,心廿土廿,PTGT
㦉,心土月廿,PGBT
㦊,心廿一十,PTMJ
㦋,心大十日,PKJA
㦌,竹山竹山心,HUHUP
㦍,心口口山,PRRU
㦎,心中土一,PLGM
㦏,心口山金,PRUC
㦐,心戈心金,PIPC
㦑,心弓十大,PNJK
㦒,心田中口,PWLR
㦓,心月大火,PBKF
㦔,日大心,AKP
㦕,心弓中一,PNLM
㦖,心日弓心,PANP
㦗,心木木火,PDDF
㦘,竹大心,HKP
㦙,心田月心,PWBP
㦚,卜十心卜十,YJPYJ
㦛,竹金心,HCP
㦜,心廿人水,PTOE
㦝,月山心,BUP
㦞,土弓一心,GNMP
㦟,月土心,BGP
㦠,心廿土戈,PTGI
㦡,心女戈木,PVID
㦢,心竹日中,PHAL
㦣,竹弓心,HNP
㦤,土廿弓人心,GTNOP
㦥,心十手心,PJQP
㦦,心日弓山,PANU
㦧,心竹山日,PHUA
㦨,心日弓田,PANW
㦩,心弓中心,PNLP
㦪,心火火水,PFFE
㦫,心竹山金,PHUC
㦬,心田中土,PWLG
㦭,心一月人,PMBO
㦮,戈手,IQ
㦯,戈戈一,IIM
㦰,人人戈,OOI
㦱,一戈土,MIG
㦲,十戈竹尸,JIHS
㦳,十戈土,JIG
㦴,戈竹水口,IHER
㦵,竹木戈,HDI
㦶,戈一戈土,IMIG
㦷,弓月戈,NBI
㦸,卜十戈,YJI
㦹,日竹戈,AHI
㦺,一戈戈,MII
㦻,尸日戈,SAI
㦼,手難戈,QXI
㦽,大月戈口女,KBIRV
㦾,竹尸心木,HSPD
㦿,戈尸木,ISD
㧀,戈尸弓竹水,ISNHE
㧁,戈尸土戈,ISGI
㧂,竹尸田,HSW
㧃,手女中,QVL
㧄,手山,QU
㧅,手尸竹,QSH
㧆,手中月,QLB
㧇,手月一,QBM
㧈,手弓,QN
㧉,手人一弓,QOMN
㧊,手十月,QJB
㧋,手戈大,QIK
㧌,手竹手山,QHQU
㧍,手卜竹尸,QYHS
㧎,手一女竹,QMVH
㧏,手月大,QBK
㧐,手水水,QEE
㧑,手戈大戈,QIKI
㧒,手十金,QJC
㧓,手竹女人,QHVO
㧔,手戈竹,QIH
㧕,手竹竹中,QHHL
㧖,手戈尸弓,QISN
㧗,手卜一心,QYMP
㧘,卜心手,YPQ
㧙,手心竹,QPH
㧚,手一女弓,QMVN
㧛,中戈手,LIQ
㧜,手尸中月,QSLB
㧝,大口手,KRQ
㧞,手竹大大,QHKK
㧟,手水尸,QES
㧠,手戈火,QIF
㧡,手卜女人,QYVO
㧢,手田大,QWK
㧣,手竹十木,QHJD
㧤,手卜戈山,QYIU
㧥,手竹土山,QHGU
㧦,手心日,QPA
㧧,手卜戈山,QYIU
㧨,手竹一口,QHMR
㧩,手竹弓月,QHNB
㧪,手弓一山,QNMU
㧫,手一月中,QMBL
㧬,一弓手,MNQ
㧭,一中手,MLQ
㧮,手竹難,QHX
㧯,手十大心,QJKP
㧰,手竹女木,QHVD
㧱,人口手,ORQ
㧲,手十木,QJD
㧳,手竹手,QHQ
㧴,手竹手戈,QHQI
㧵,手一火口,QMFR
㧶,手竹難竹,QHXH
㧷,手一大口,QMKR
㧸,手卜口弓,QYRN
㧹,手日一戈,QAMI
㧺,手水日,QEA
㧻,手一尸人,QMSO
㧼,手手一女,QQMV
㧽,手田十口,QWJR
㧾,手心竹心,QPHP
㧿,手人人人,QOOO
㨀,手竹木中,QHDL
㨁,手十月一,QJBM
㨂,手木田,QDW
㨃,手卜口木,QYRD
㨄,手月手口,QBQR
㨅,手廿人月,QTOB
㨆,手木木,QDD
㨇,水水手,EEQ
㨈,手卜大中,QYKL
㨉,手口心日,QRPA
㨊,手大一月,QKMB
㨋,手十大日,QJKA
㨌,土手竹弓水,GQHNE
㨍,土戈手,GIQ
㨎,手一月大,QMBK
㨏,手山一火,QUMF
㨐,手人口木,QORD
㨑,手山金水,QUCE
㨒,手大土土,QKGG
㨓,手十金手,QJCQ
㨔,手戈竹口,QIHR
㨕,手弓尸廿,QNST
㨖,手一土大,QMGK
㨗,手卜尸人,QYSO
㨘,手火竹山,QFHU
㨙,手月女大,QBVK
㨚,手廿心日,QTPA
㨛,手日弓人,QANO
㨜,手卜心大,QYPK
㨝,手尸火月,QSFB
㨞,手手一火,QQMF
㨟,手山一廿,QUMT
㨠,手月日金,QBAC
㨡,手田一人,QWMO
㨢,手戈月心,QIBP
㨣,手金戈一,QCIM
㨤,手尸人土,QSOG
㨥,手女火月,QVFB
㨦,手人土水,QOGE
㨧,手戈大田,QIKW
㨨,手竹竹田,QHHW
㨩,手戈弓土,QING
㨪,手日火山,QAFU
㨫,手中戈廿,QLIT
㨬,手土口女,QGRV
㨭,手戈尸山,QISU
㨮,手竹女山,QHVU
㨯,手卜木中,QYDL
㨰,手卜金女,QYCV
㨱,手月卜口,QBYR
㨲,手廿十木,QTJD
㨳,手十大口,QJKR
㨴,手十十弓,QJJN
㨵,手廿月竹,QTBH
㨶,手竹日火,QHAF
㨷,手廿中一,QTLM
㨸,手十心山,QJPU
㨹,手手十尸,QQJS
㨺,手廿中月,QTLB
㨻,十中手,JLQ
㨼,田口手,WRQ
㨽,手一田弓,QMWN
㨾,手廿土水,QTGE
㨿,手卜心山,QYPU
㩀,手卜心大,QYPK
㩁,手十人土,QJOG
㩂,手弓月十,QNBJ
㩃,手十廿卜,QJTY
㩄,手山田心,QUWP
㩅,手一中田,QMLW
㩆,手卜火山,QYFU
㩇,手中土一,QLGM
㩈,手十金口,QJCR
㩉,手人口一,QORM
㩊,手月田戈,QBWI
㩋,手中難,QLX
㩌,手中弓金,QLNC
㩍,手竹木月,QHDB
㩎,手日月大,QABK
㩏,手田土火,QWGF
㩐,手竹土戈,QHGI
㩑,手一大卜,QMKY
㩒,手木木火,QDDF
㩓,竹水手,HEQ
㩔,手尸金水,QSCE
㩕,手一月戈,QMBI
㩖,手一田一,QMWM
㩗,手山人尸,QUOS
㩘,手廿土戈,QTGI
㩙,手十廿土,QJTG
㩚,手廿月人,QTBO
㩛,手田十戈,QWJI
㩜,手尸戈廿,QSIT
㩝,手卜口人,QYRO
㩞,手火火木,QFFD
㩟,手十廿木,QJTD
㩠,手戈心火,QIPF
㩡,手一口口,QMRR
㩢,手廿田戈,QTWI
㩣,手尸一十,QSMJ
㩤,手戈尸大,QISK
㩥,手十戈一,QJIM
㩦,手人土月,QOGB
㩧,手日廿水,QATE
㩨,手手十心,QQJP
㩩,手心水金,QPEC
㩪,手女火金,QVFC
㩫,手竹中金,QHLC
㩬,手卜一戈,QYMI
㩭,手竹月木,QHBD
㩮,手竹金手,QHCQ
㩯,手人大火,QOKF
㩰,手廿口木,QTRD
㩱,手月田戈,QBWI
㩲,手廿口土,QTRG
㩳,手人土水,QOGE
㩴,手月山土,QBUG
㩵,手卜月大,QYBK
㩶,手竹一月,QHMB
㩷,手十廿火,QJTF
㩸,手田田一,QWWM
㩹,手田田一,QWWM
㩺,心心十水,PPJE
㩻,弓山十水,NUJE
㩼,弓弓十水,NNJE
㩽,木中十水,DLJE
㩾,竹一十水,HMJE
㩿,人弓人大,ONOK
㪀,一木人大,MDOK
㪁,人弓卜水,ONYE
㪂,人弓卜水,ONYE
㪃,一口卜水,MRYE
㪄,中弓人大,LNOK
㪅,一月卜水,MBYE
㪆,竹戈卜水,HIYE
㪇,竹山人大,HUOK
㪈,土土卜水,GGYE
㪉,人口人大,OROK
㪊,尸口卜水,SRYE
㪋,日十卜水,AJYE
㪌,弓月卜水,NBYE
㪍,十木人大,JDOK
㪎,大人卜水,KOYE
㪏,竹十卜水,HJYE
㪐,戈大卜水,IKYE
㪑,大山卜水,KUYE
㪒,竹山卜水,HUYE
㪓,竹心卜水,HPYE
㪔,木木卜水,DDYE
㪕,卜十卜水,YJYE
㪖,女水卜水,VEYE
㪗,卜口卜水,YRYE
㪘,人人卜水,OOYE
㪙,田木人大,WDOK
㪚,廿日人大,TAOK
㪛,廿女卜水,TVYE
㪜,山月卜水,UBYE
㪝,木田卜水,DWYE
㪞,日山卜水,AUYE
㪟,卜日人大,YAOK
㪠,廿金卜水,TCYE
㪡,十口卜水,JRYE
㪢,竹水卜水,HEYE
㪣,卜月人大,YBOK
㪤,田十人大,WJOK
㪥,卜一卜水,YMYE
㪦,十金竹水,JCHE
㪧,人一卜水,OMYE
㪨,廿口卜水,TRYE
㪩,中難卜水,LXYE
㪪,一卜卜水,MYYE
㪫,卜山卜水,YUYE
㪬,尸土卜水,SGYE
㪭,卜廿卜水,YTYE
㪮,一口卜水,MRYE
㪯,卜大手,YKQ
㪰,卜大火木,YKFD
㪱,卜大弓月大,YKNBK
㪲,卜十弓,YJN
㪳,卜十口,YJR
㪴,一山卜十,MUYJ
㪵,火手卜十,FQYJ
㪶,一日卜十,MAYJ
㪷,一廿卜十,MTYJ
㪸,廿金卜十,TCYJ
㪹,中女卜十,LVYJ
㪺,大山卜十,KUYJ
㪻,女火卜十,VFYJ
㪼,一口竹一中,MRHML
㪽,一日竹中,MAHL
㪾,竹口竹一中,HRHML
㪿,山山竹一中,UUHML
㫀,日日竹一中,AAHML
㫁,女山竹一中,VUHML
㫂,戈火竹一中,IFHML
㫃,卜尸人,YSO
㫄,一一心尸,MMPS
㫅,卜尸人一中,YSOML
㫆,卜尸人火,YSOF
㫇,卜卜弓,YYN
㫈,卜卜口,YYR
㫉,卜尸弓一山,YSNMU
㫊,卜尸人一口,YSOMR
㫋,卜尸人土月,YSOGB
㫌,卜尸人一一,YSOMM
㫍,卜尸人人大,YSOOK
㫎,卜尸人月十,YSOBJ
㫏,卜尸人一女,YSOMV
㫐,日心,AP
㫑,日大尸,AKS
㫒,日廿,AT
㫓,日人弓,AON
㫔,日卜一,AYM
㫕,日一山,AMU
㫖,卜一日,YMA
㫗,日弓木,AND
㫘,一火日,MFA
㫙,日手人,AQO
㫚,心竹日,PHA
㫛,日口竹山,ARHU
㫜,日日一,AAM
㫝,日竹女戈,AHVI
㫞,日山水,AUE
㫟,日竹弓口,AHNR
㫠,日火手,AFQ
㫡,日竹水卜,AHEY
㫢,日土戈,AGI
㫣,日中田山,ALWU
㫤,日一弓水,AMNE
㫥,日弓戈口,ANIR
㫦,人中竹日,OLHA
㫧,日火木,AFD
㫨,日十女,AJV
㫩,十廿日,JTA
㫪,手大中日,QKLA
㫫,日一廿金,AMTC
㫬,日心日,APA
㫭,日土木戈,AGDI
㫮,卜心日,YPA
㫯,日日一山,AAMU
㫰,日戈日女,AIAV
㫱,日土中金,AGLC
㫲,日十月木,AJBD
㫳,一女日,MVA
㫴,日十大木,AJKD
㫵,日中一卜,ALMY
㫶,日尸一月,ASMB
㫷,廿金日,TCA
㫸,日十中人,AJLO
㫹,日竹尸中,AHSL
㫺,人人日,OOA
㫻,日人一月,AOMB
㫼,日竹月弓,AHBN
㫽,日女弓水,AVNE
㫾,日火月口,AFBR
㫿,日人土,AOG
㬀,日卜口木,AYRD
㬁,日水人口,AEOR
㬂,日田中月,AWLB
㬃,日戈口火,AIRF
㬄,日一土金,AMGC
㬅,日田中尸,AWLS
㬆,日口心日,ARPA
㬇,日弓月大,ANBK
㬈,日日月廿,AABT
㬉,日一月大,AMBK
㬊,日月一水,ABME
㬋,日人弓大,AONK
㬌,日卜日火,AYAF
㬍,日戈月戈,AIBI
㬎,日女戈火,AVIF
㬏,日一口月,AMRB
㬐,日一戈日,AMIA
㬑,日卜木中,AYDL
㬒,日廿戈廿,ATIT
㬓,日一田火,AMWF
㬔,日尸一竹,ASMH
㬕,日戈火手,AIFQ
㬖,日竹大口,AHKR
㬗,日月大火,ABKF
㬘,日中難,ALX
㬙,日戈大火,AIKF
㬚,日卜月大,AYBK
㬛,日人口一,AORM
㬜,一土日,MGA
㬝,日金田日,ACWA
㬞,日山日女,AUAV
㬟,心竹金田日,PHCWA
㬠,日弓大火,ANKF
㬡,日一月戈,AMBI
㬢,日廿土戈,ATGI
㬣,日廿土戈,ATGI
㬤,日日女火,AAVF
㬥,日山山木,AUUD
㬦,日廿人水,ATOE
㬧,日山山火,AUUF
㬨,日土金金,AGCC
㬩,日手十心,AQJP
㬪,日日日一,AAAM
㬫,廿火日,TFA
㬬,日月山土,ABUG
㬭,日月田戈,ABWI
㬮,日廿人土,ATOG
㬯,日卜弓手,AYNQ
㬰,中田人,LWO
㬱,竹山日,HUA
㬲,一大廿金廿,MKTCT
㬳,月人十,BOJ
㬴,月廿金,BTC
㬵,月卜金大,BYCK
㬶,月竹手口,BHQR
㬷,月田木,BWD
㬸,月廿人心,BTOP
㬹,月月尸木,BBSD
㬺,月火手月,BFQB
㬻,月廿卜山,BTYU
㬼,大月人日水,KBOAE
㬽,月口口尸,BRRS
㬾,尸水月,SEB
㬿,月卜木大,BYDK
㭀,月竹一人,BHMO
㭁,木弓竹尸,DNHS
㭂,木火,DF
㭃,木女戈,DVI
㭄,木弓十,DNJ
㭅,木一一一,DMMM
㭆,弓尸木十,NSDJ
㭇,木戈竹山,DIHU
㭈,木木大,DDK
㭉,廿木,TD
㭊,木中中中,DLLL
㭋,木手十,DQJ
㭌,木竹手,DHQ
㭍,戈心木,IPD
㭎,木月大,DBK
㭏,木手尸,DQS
㭐,大木十,KDJ
㭑,木十木,DJD
㭒,木口中口,DRLR
㭓,木戈廿,DIT
㭔,木竹火木,DHFD
㭕,木土戈,DGI
㭖,木人戈心,DOIP
㭗,木月廿,DBT
㭘,木人一口,DOMR
㭙,木土木戈,DGDI
㭚,木人竹女,DOHV
㭛,木竹竹女,DHHV
㭜,木戈十,DIJ
㭝,木木大弓,DDKN
㭞,木火竹尸,DFHS
㭟,廿金木,TCD
㭠,木竹土山,DHGU
㭡,木竹田大,DHWK
㭢,木一廿弓,DMTN
㭣,木中尸口,DLSR
㭤,木心卜一,DPYM
㭥,木弓月人,DNBO
㭦,木十竹心,DJHP
㭧,竹卜木,HYD
㭨,木一竹中,DMHL
㭩,木月木戈,DBDI
㭪,木戈十月,DIJB
㭫,木人人土,DOOG
㭬,木一尸人,DMSO
㭭,木口尸弓,DRSN
㭮,木女女弓,DVVN
㭯,木尸十山,DSJU
